unlabeled	5806393.s1	1 Measurements were made of the activities of enzymes of the pentose phosphate cycle , glucose 6-phosphate dehydrogenase , 6-phosphogluconate dehydrogenase , ribose 5-phosphate isomerase , ribulose 5-phosphate epimerase , transketolase and transaldolase , as well as of the related or competing enzymes glucokinase , hexokinase , phosphoglucose isomerase and phosphoglucomutase , in control rats and in rats bearing the growth-hormone- and prolactin-secreting pituitary tumour MtTW5 , to study the effect of high endogenous concentrations of growth hormone on this pathway in liver	123-155	6-phosphogluconate dehydrogenase	Phosphogluconate Dehydrogenase	C0031654	T116|T126	Gene_or_gene_product	303-314	glucokinase	Glucokinase	C0017713	T116|T126	Gene_or_gene_product	440-476	prolactin-secreting pituitary tumour	Prolactin Secreting Pituitary tumour	C0278863	T191	Binding|NA	False	method	x
unlabeled	5357233.s1	1 The effects of the vagus nerve and of antral gastrin on the rate of histamine formation ( histamine forming capacity , HFC , i e histidine decarboxylase activity ) in the parietal cell region of the gastric mucosa has been investigated in the following stomach preparations gastric fistula , denervated Heidenhain pouch , antral resection with gastrojejunostomy , gastrojejunostomy with exclusion of the duodenum and in the intact stomach	47-54	gastrin	Gastrins	C0017151	T116|T125	Gene_or_gene_product	131-154	histidine decarboxylase	Histidine Decarboxylase	C0019605	T116|T126	Gene_or_gene_product	276-291	gastric fistula	Fistula, Gastric	C0017128	T190	False	False	no_relation	o
unlabeled	5263016.s5	Acetylcholinesterase and the enzymes for the synthesis of neurotransmitters , cholineacetylase and tyrosine hydroxylase were assayed in the tumor and compared with brain levels tyrosine hydroxylase was found to be particularly high , as described previously in human neuroblastomas	0-20	Acetylcholinesterase	Acetylcholinesterase	C0001044	T116|T126	Gene_or_gene_product	177-197	tyrosine hydroxylase	Tyrosine 3-Monooxygenase	C0041491	T116|T126	Gene_or_gene_product	140-145	tumor	Tumour NOS	C0027651	T191	Regulation|Backward	False	no_relation	x
unlabeled	17340808.s2	In the case of reagent glia , considerably increased ADPase , ATPase and AMPase values have been observed in experimental elective parenchymal necrosis in the rat , in hypertrophic astrocytes from recent plaques in multiple necrosis , in demyelinisation associated with cyanide encephalopathy , and in reagent astrocytes surrounding tumours and arteriosclerosis sites	53-59	ADPase	Apyrase	C0003652	T116|T126	Gene_or_gene_product	62-68	ATPase	Adenosine Triphosphatases	C0001473	T116|T126	Gene_or_gene_product	333-340	tumours	tumours	C0027651	T191	Regulation|Forward	False	no_relation	x
unlabeled	5309797.s1	IgG and IgM metabolism was evaluated in 10 patients with systemic lupus erythematosus ( SLE ) , 10 patients with rheumatoid arthritis ( RA ) , and in seven normal volunteers	0-3	IgG	Immunoglobulin G	C0020852	T116|T121|T129	Gene_or_gene_product	8-11	IgM	Immunoglobulin M	C0020861	T116|T129	Gene_or_gene_product	57-85	systemic lupus erythematosus	Lupus Erythematosus, Systemic	C0024141	T047	Regulation|Forward	False	method	x
unlabeled	5432004.s6	The synthesis of CPS ( pyr ) and aspartate transcarbamylase ( ATC ) , the initial enzymatic steps of the pyrimidine pathway , are co-derepressed by pyrimidine starvation	33-59	aspartate transcarbamylase	Aspartate Carbamoyltransferase	C0004006	T116|T126	Gene_or_gene_product	62-65	ATC	thiazolidine-4-carboxylic acid	C0076425	T109|T121	Gene_or_gene_product	17-20	CPS	CPS	C0751753	T047	Regulation|Backward	False	NER_disease	x
unlabeled	5485836.s2	While the relationship of trypsin to chymotrypsin was independent of stimulus and presence of pancreatic disease the ratio of proteolytic enzymes to amylase rose when the degree of stimulation of the pancreas was increased	26-33	trypsin	TRYPSIN	C0041236	T116|T121|T126	Gene_or_gene_product	37-49	chymotrypsin	CHYMOTRYPSIN	C0008742	T116|T121|T126	Gene_or_gene_product	94-112	pancreatic disease	Pancreatic Disease	C0030286	T047	Decrease|Backward	False	no_relation	x
unlabeled	4099714.s1	An immunohistological survey of 28 full-term human placentas has demonstrated deposits of IgG , beta1C , beta1E , and fibrinogen/fibrin in areas of fibrinoid necrosis and on the trophoblast basement membrane in approximately 35 of placental villi	118-128	fibrinogen	Fibrinogen	C0016006	T116|T121|T123	Gene_or_gene_product	129-135	fibrin	Fibrin	C0015982	T116|T121|T123	Gene_or_gene_product	148-166	fibrinoid necrosis	Fibrinoid Necrosis	C0333513	T046	Decrease|Backward	Binding|NA	type	x
unlabeled	4322461.s3	In the group with Addison 's disease circulating ACTH values showed a definite nyctohemeral rhythm , a pronounced rise in response to insulin-induced hypoglycaemia , and an immediate fall following the intravenous injection of corticosteroids , with a half-life of between 13 5 and 44 2 minutes	49-53	ACTH	Corticotropin	C0001655	T116|T121|T125	Gene_or_gene_product	134-141	insulin	Insulin	C0021641	T116|T121|T125	Gene_or_gene_product	150-163	hypoglycaemia	HYPOGLYCEMIA	C0020615	T047	Increase|Forward	Increase|Backward	direction	x
unlabeled	5567767.s1	The serum and urine concentrations of fibrin/fibrinogen degradation products ( F D P ) were estimated in 172 patients with glomerulonephritis	38-44	fibrin	Fibrin	C0015982	T116|T121|T123	Gene_or_gene_product	45-55	fibrinogen	Fibrinogen	C0016006	T116|T121|T123	Gene_or_gene_product	123-141	glomerulonephritis	GLOMERULONEPHRITIS	C0017658	T047	Regulation|Forward	False	method	x
unlabeled	4329003.s2	Adenosine triphosphate ( ATP ) is consumed in the hexokinase and phosphofructokinase reactions but is not regenerated since the deficiency of NAD limits glyceraldehyde phosphate dehydrogenase	50-60	hexokinase	HEXOKINASE	C0019472	T116|T126	Gene_or_gene_product	65-84	phosphofructokinase	6-Phosphofructokinase	C0031651	T116|T126	Gene_or_gene_product	142-145	NAD	Dysplastic Nevus	C0205748	T191	Regulation|Forward	False	no_relation	x
unlabeled	5002282.s1	13 clonal cell lines were isolated from a hybrid cell population established by cell fusion between cloned BALB/c myeloma cells that were resistant to 8-azaguanine and produced immunoglobulin G and free kappa chain and C ( 67 ) BL/6n lymphoma cells that were resistant to bromodeoxyuridine and did not produce immunoglobulins	177-193	immunoglobulin G	Immunoglobulin G	C0020852	T116|T121|T129	Gene_or_gene_product	310-325	immunoglobulins	Immunoglobulins	C0021027	T116|T129	Gene_or_gene_product	114-121	myeloma	MYELOMA	C0026764	T191	Increase|Backward	False	no_relation	x
unlabeled	4110099.s4	The mean serum albumin concentration was significantly lower in those with infections the mean total and gamma-globulin concentrations were significantly higher in the tuberculosis group	9-22	serum albumin	Serum Albumin	C0036773	T116	Gene_or_gene_product	105-119	gamma-globulin	Gamma globulin	C0017007	T116|T129	Gene_or_gene_product	168-180	tuberculosis	TUBERCULOSIS	C0041296	T047	Decrease|Forward	False	no_relation	x
unlabeled	19871666.s4	In dogs with experimental renal hypertension , the gamma-globulin level was greatly elevated , and in one animal exhibiting the malignant syndrome beta-globulin and fibrinogen were also increased	51-65	gamma-globulin	Gamma globulin	C0017007	T116|T129	Gene_or_gene_product	165-175	fibrinogen	Fibrinogen	C0016006	T116|T121|T123	Gene_or_gene_product	26-44	renal hypertension	Hypertension, Renal	C0020544	T047	Increase|Forward	False	no_relation	x
unlabeled	5014108.s3	In this assay highly purified natural porcine gastrin I , synthetic human gastrin I , radio-iodinated porcine gastrin I , gastrin in the plasma of a healthy volunteer , a patient with pernicious anaemia and another patient with the Zollinger-Ellison syndrome were immunologically identical 3	46-55	gastrin I	gastrin I	C0061131	T116|T125	Gene_or_gene_product	122-129	gastrin	Gastrins	C0017151	T116|T125	Gene_or_gene_product	195-202	anaemia	ANEMIA	C0002871	T047	Increase|Backward	False	no_relation	x
unlabeled	4117011.s1	Ferritin conjugates of two plant agglutinins , concanavalin A and ricin , have been used as specific electron microscopic stains for covalently-bound saccharide residues on membrane fragments from a myeloma-cell homogenate	0-8	Ferritin	Ferritin	C0015879	T116|T121|T123	Gene_or_gene_product	33-44	agglutinins	Agglutinins	C0001804	T129	Gene_or_gene_product	199-206	myeloma	MYELOMA	C0026764	T191	Decrease|Backward	False	no_relation	x
unlabeled	4509329.s3	Since a deletion of 12-13 residues was found in the same region of an IgA ( 2 ) myeloma protein , it is possible that IgA ( 1 ) molecules are the result of the insertion of a partially duplicated gene segment in the immunoglobulin genes	70-73	IgA	Immunoglobulin A	C0020835	T116|T129	Gene_or_gene_product	216-236	immunoglobulin genes	Genes, Immunoglobulin	C0017350	T028	Gene_or_gene_product	80-87	myeloma	MYELOMA	C0026764	T191	Decrease|Forward	False	NER_disease	x
unlabeled	4655856.s1	Serum creatine kinase , lactate dehydrogenase , aspartate and alanine transaminases , and aldolase were determined in 41 hospital inpatients with haemophilia or Christmas disease and no significant differences from the normal ranges were found ( 3 ) Levels of these enzymes in a further 10 such patients who had sustained muscle haematomata were determined in all of these there was a consistent rise in the level of creatine kinase , the peak occurring between 36 and 96 hours	24-45	lactate dehydrogenase	Lactate Dehydrogenase	C0022917	T116|T126	Gene_or_gene_product	417-432	creatine kinase	Creatine Kinase	C0010287	T116|T126	Gene_or_gene_product	146-157	haemophilia	Haemophilia	C0684275	T047	Decrease|Backward	False	no_relation	x
unlabeled	4734647.s1	The thermal stability of Newcastle disease virus has been characterized in terms of the rate constants for inactivation of hemagglutinating activity ( HA ) , neuraminidase activity ( NA ) , and infectivity	151-153	HA	Ha Antibody	C4285347	T116|T129	Gene_or_gene_product	158-171	neuraminidase	Neuraminidase	C0027803	T116|T126	Gene_or_gene_product	25-42	Newcastle disease	Disease, Newcastle	C0027983	T047	Binding|NA	False	NER_molecule	x
unlabeled	4576019.s6	The SLS precipitates were compared with SLS segments from native soluble collagen and were found to match in band pattern and spacing along their entire length from the COOH-terminal region , except for an NH ( 2 ) -terminal extension of 170 +/- 30 A in the heavy alpha-chain SLS	73-81	collagen	Collagen	C0009325	T116	Gene_or_gene_product	264-275	alpha-chain	FCGRT gene	C1414557	T028	Gene_or_gene_product	4-7	SLS	SLS	C0275814	T047	Binding|NA	False	NER_disease	x
unlabeled	4515928.s1	The melatonin ( 5-methoxy-N-acetylserotonin ) content and N-acetyltransferase activity of rat pineal increase rapidly in response to physical immobilization or insulin-induced hypoglycemia	58-77	N-acetyltransferase	NAT2 protein, human	C1261253	T116|T126	Gene_or_gene_product	160-167	insulin	Insulin	C0021641	T116|T121|T125	Gene_or_gene_product	176-188	hypoglycemia	HYPOGLYCEMIA	C0020615	T047	Regulation|Forward	Increase|Backward	type	x
unlabeled	6943569.s8	PDGF receptors were found on skin fibroblasts , normal and malignant glial cells , smooth muscle cells , and 3T3 cells but not on epithelial-derived cells , neuroblastoma cells , endothelial cells , or peripheral lymphocytes l As only the receptor-positive cells--i e , the connective tissue- and glia-derived cells--are responsive to stimulation with PDGF , these findings imply a functional significance of the PDGF receptor	0-14	PDGF receptors	Platelet-Derived Growth Factor Receptor	C0071253	T116|T126|T192	Gene_or_gene_product	352-356	PDGF	Platelet-Derived Growth Factor	C0032200	T116|T123	Gene_or_gene_product	157-170	neuroblastoma	neuroblastoma	C0700095	T191	Regulation|Forward	False	no_relation	x
unlabeled	6895106.s6	The treatment with L-asparaginase influenced the manifestations of tumor growth , but not the effectivity of LDH-virus contaminating the tumor as demonstrated by the increased activity of lactate-dehydrogenase in the mouse sera	19-33	L-asparaginase	ASPARAGINASE	C0003993	T116|T121|T126	Gene_or_gene_product	109-112	LDH	Lactate Dehydrogenase	C0022917	T116|T126	Gene_or_gene_product	67-72	tumor	Tumour NOS	C0027651	T191	False	False	no_relation	o
unlabeled	6117512.s4	When somatostatin was infused with hyperglycemia maintained at approximately 230 mg/dl , plasma insulin levels were again maintained at levels 4 uU/ml	5-17	somatostatin	Somatostatin	C0037659	T116|T121|T125	Gene_or_gene_product	96-103	insulin	Insulin	C0021641	T116|T121|T125	Gene_or_gene_product	35-48	hyperglycemia	HYPERGLYCEMIA	C0020456	T047	Increase|Forward	Increase|Forward	Null	o
unlabeled	6273896.s3	We have screened several neuroblastoma cell lines of rat and mouse origin and found at least three cell lines that contain renin ( EC 3 4 99 19 ) , angiotensin-converting enzyme ( dipeptidyl carboxypeptidase peptidyldipeptide hydrolase , EC 3 4 15 1 ) , and angiotensins I and II	123-128	renin	Renin	C0035094	T116|T126	Gene_or_gene_product	148-177	angiotensin-converting enzyme	Peptidyl-Dipeptidase A	C0022709	T116|T126|T129	Gene_or_gene_product	25-38	neuroblastoma	neuroblastoma	C0700095	T191	False	False	no_relation	o
unlabeled	20487817.s1	Monoamine oxidase ( MAO ) activity towards kynuramine as substrate was measured in 6 hybrid cells derived by fusion of neuroblastoma and glioma , liver or brain cells , and was compared with that of parental or non-parental clones	0-17	Monoamine oxidase	Monoamine Oxidase	C0026454	T116|T126	Gene_or_gene_product	20-23	MAO	Monoamine Oxidase	C0026454	T116|T126	Gene_or_gene_product	119-132	neuroblastoma	neuroblastoma	C0700095	T191	Regulation|Backward	False	entity_same	x
unlabeled	6278986.s1	The correlation between the cytochemistry ( glycoprotein , glycogen , glucose-6-phosphatase , catalase , alkaline phosphatase ) and the growth rate of the fast-growing Morris hepatoma 3924A and the slow-growing Morris hepatoma 9618A was studied by utracytochemical techniques	94-102	catalase	CATALASE	C0007367	T116|T126	Gene_or_gene_product	105-125	alkaline phosphatase	Alkaline Phosphatase	C0002059	T116|T126	Gene_or_gene_product	168-183	Morris hepatoma	Hepatoma, Morris	C0019207	T050|T191	Decrease|Forward	False	method	x
unlabeled	6952161.s1	The uptake of 67Ga as citrate , chloride and complexed by carrier-proteins ( lactoferrin and transferrin ) has been studied in tumor- and inflammatory lesion-bearing rats	77-88	lactoferrin	Lactoferrin	C0022942	T116|T123	Gene_or_gene_product	93-104	transferrin	Transferrin	C0040679	T116|T123	Gene_or_gene_product	127-132	tumor	Tumour NOS	C0027651	T191	Regulation|Backward	False	method	x
unlabeled	6284241.s3	Although the incorporation of 125I-labeled LDL was minimal after 2 h of incubation in the receptor-negative ( homozygous familial hypercholesterolemia , FH ) cells , the uptake of 3H cholesterol was only slightly less than that of the receptor-positive ( WI-38 ) cells	43-46	LDL	Low-Density Lipoproteins	C0023823	T109|T123	Gene_or_gene_product	153-155	FH	FH gene	C1366530	T028	Gene_or_gene_product	121-150	familial hypercholesterolemia	Familial Hypercholesterolemia	C0745103	T019|T047	False	False	NER_molecule	o
unlabeled	7105420.s1	The origin of an atypical creatine kinase ( CK , ATP creatine N-phosphotransferase , EC 2 7 , 3 2 ) migrating cathodic to the MM position found in the serum of a cancer patient was studied	26-41	creatine kinase	Creatine Kinase	C0010287	T116|T126	Gene_or_gene_product	44-46	CK	Creatine Kinase	C0010287	T116|T126	Gene_or_gene_product	162-168	cancer	Cancer	C1306459	T191	Decrease|Forward	False	entity_same	x
unlabeled	7110817.s1	Enzymatic diagnosis of hyperphenylalaninemia due to a deficiency of dihydropteridine reductase ( DHPR ) has previously been made by assay on liver biopsy samples , cultured skin fibroblasts , cultured lymphoid cell lines , or peripheral leukocytes	68-94	dihydropteridine reductase	DIHYDROPTERIDINE REDUCTASE	C0012312	T116|T126	Gene_or_gene_product	97-101	DHPR	QDPR gene	C1419182	T028	Gene_or_gene_product	23-44	hyperphenylalaninemia	Hyperphenylalaninemia	C0751435	T047	Increase|Backward	False	entity_same	x
unlabeled	6813814.s5	The untreated patients studied earlier had significantly increased circulating platelet aggregates , increased platelet affinity for collagen , and elevated factor VIII activities , which generally coincided with the development of DVT ( usually 7-9 days after injury )	133-141	collagen	Collagen	C0009325	T116	Gene_or_gene_product	157-168	factor VIII	Factor VIII	C0015506	T116|T121|T123	Gene_or_gene_product	232-235	DVT	DVT NOS	C0149871	T047	Binding|NA	False	no_relation	x
unlabeled	6755504.s4	Results indicated that the effects of insulin , glucagon and glucose on B G L , which were different during the postprandial hyperglycemia compared to the preprandial normoglycemia , accounted for the different self-injection patterns	38-45	insulin	Insulin	C0021641	T116|T121|T125	Gene_or_gene_product	48-56	glucagon	Glucagon	C0017687	T116|T121|T125	Gene_or_gene_product	125-138	hyperglycemia	HYPERGLYCEMIA	C0020456	T047	Binding|NA	False	no_relation	x
unlabeled	6218653.s2	MLC stimulatory capacity was either normal or strongly decreased in comparison with that of normal lymphocytes despite the expression of HLA-DR antigens and p23 , 30 ( Ia-like ) determinants on the tumor cells of all patients	137-152	HLA-DR antigens	HLA-DR Antigens	C0019764	T116|T129	Gene_or_gene_product	157-160	p23	RRAS protein, human	C0252024	T116|T126	Gene_or_gene_product	198-203	tumor	Tumour NOS	C0027651	T191	Regulation|Forward	False	no_relation	x
unlabeled	6762505.s1	In order to examine the correlation between immunoglobulin ( Ig ) classes of immunoglobulins in circulating immune complexes ( CIC ) and immunoglobulins in glomerular deposits , we have measured CIC of IgG , IgA and IgM classes in various glomerular diseases	44-58	immunoglobulin	Immunoglobulins	C0021027	T116|T129	Gene_or_gene_product	61-63	Ig	Gamma globulin serum	C0305052	T116|T121|T129	Gene_or_gene_product	239-258	glomerular diseases	glomerular diseases	C0268731	T047	Decrease|Backward	False	entity_same	x
unlabeled	6184384.s10	Sodium dodecyl sulfate gradient polyacrylamide slab gel electrophoresis showed that during inactivation of kallikrein in plasma , high-Mr complexes were formed with Mr at 400 , 000-1 , 000 , 000 , 185 , 000 , and 125 , 000-135 , 000 , which were identified as complexes of 125I-kallikrein with alpha 2M , C1 inhibitor , and AT III , respectively	107-117	kallikrein	Kininogenase	C0022478	T116|T121|T126	Gene_or_gene_product	305-307	C1	Complement component C1	C0009499	T116|T129	Gene_or_gene_product	324-326	AT	Ataxia Telangiectasia	C0004135	T047	Decrease|Backward	False	NER_disease	x
unlabeled	6186698.s1	A comparison of urinary alpha 1-microglobulin concentrations to the behaviour of other indicators of renal tubular disorders , beta 2-microglobulin , retinol-binding protein and N-acetyl-beta-D-glucosaminidase ( NAG ) has been made	127-147	beta 2-microglobulin	beta-2 Microglobulin	C0005149	T116|T123	Gene_or_gene_product	150-173	retinol-binding protein	Retinol Binding Proteins	C0035342	T116	Gene_or_gene_product	101-124	renal tubular disorders	RENAL TUBULAR DISORDER	C0151747	T047	Regulation|Backward	False	method	x
unlabeled	6220924.s1	Serum measurements of bioactive ( bio ) luteinizing hormone ( LH ) , immunoreactive ( i ) LH , iLH/follicle-stimulating hormone ( FSH ) ratios , serum androgens and estradiol ( E2 ) were determined in 20 women with the clinical diagnosis of the polycystic ovary syndrome ( PCO ) , and compared with the levels of 10 women with chronic anovulation ( CA ) and 10 control subjects in the early follicular phase	40-59	luteinizing hormone	Luteinizing Hormone	C0023607	T116|T121|T125	Gene_or_gene_product	62-64	LH	Luteinizing Hormone	C0023607	T116|T121|T125	Gene_or_gene_product	245-270	polycystic ovary syndrome	Polycystic Ovary Syndrome	C0032460	T047	False	False	entity_same	o
unlabeled	6856617.s1	The purpose of this study was to determine whether administration of estrogen or/and haloperidol ( HAL ) , a drug that increases prolactin ( PRL ) secretion , could counteract the inhibitory effects of underfeeding on growth of established carcinogen-induced mammary cancers in rats	129-138	prolactin	Prolactin	C0033371	T116|T121|T125	Gene_or_gene_product	141-144	PRL	Prolactin	C0033371	T116|T121|T125	Gene_or_gene_product	259-274	mammary cancers	Mammary Cancer	C0006142	T191	Binding|NA	False	method	x
unlabeled	6683664.s2	The myelin protein spectrum remained essentially unchanged till 32 days after enucleation to show a decrease of the relative content of basic myelin proteins accompanied by increased percentages of the Wolfgram protein during the forthcoming development of Wallerian degeneration	4-18	myelin protein	Myelin Proteins	C0026972	T116|T123	Gene_or_gene_product	142-157	myelin proteins	Myelin Proteins	C0026972	T116|T123	Gene_or_gene_product	257-279	Wallerian degeneration	Wallerian Degeneration	C0043020	T049	Decrease|Forward	Decrease|Forward	Null	o
unlabeled	6310437.s2	An adrenocorticotropic hormone ( ACTH ) -producing pituitary microadenoma was excised	3-30	adrenocorticotropic hormone	Corticotropin	C0001655	T116|T121|T125	Gene_or_gene_product	33-37	ACTH	Corticotropin	C0001655	T116|T121|T125	Gene_or_gene_product	51-73	pituitary microadenoma	Pituitary microadenoma	C0346306	T191	Increase|Forward	False	entity_same	x
unlabeled	19867838.s7	Of the organic substances used , casein , nucleoproteid , and hirudin were active , while the other proteids tested , as well as various other organic substances and tuberculin and lecithin , seemed to be either without effect or weaker than the other substances mentioned as retarding the tumor growth	166-176	tuberculin	Purified Protein Derivative of Tuberculin	C0034131	T116|T129|T130	Gene_or_gene_product	181-189	lecithin	Lecithin	C0031617	T109|T121|T123	Gene_or_gene_product	290-295	tumor	Tumour NOS	C0027651	T191	False	False	no_relation	o
unlabeled	2342391.s1	Alkaline phosphatase , osteocalcin and hydroxyproline levels were evaluated in patients with the following conditions primary hyperparathyroidism , renal dialysis , hyperthyroidism , Cushing 's syndrome , long term corticosteroid therapy , Paget 's disease , osteoblastic metastases , osteolytic or mixed metastases , and nutritional osteomalacia	0-20	Alkaline phosphatase	Alkaline Phosphatase	C0002059	T116|T126	Gene_or_gene_product	23-34	osteocalcin	Osteocalcin	C0029419	T116|T123	Gene_or_gene_product	126-145	hyperparathyroidism	HYPERPARATHYROIDISM	C0020502	T047	False	False	no_relation	o
unlabeled	1972548.s4	Although we were unable to elicit a similar reaction pattern of the GnRH-gonadotrophins-testosterone axis following administration of biosynthetic methionyl-hGH , it is suggested that suppression of testicular function in untreated acromegaly without other endocrine disturbances may be partly caused by increased somatostatin production	157-160	hGH	Somatropin	C0169964	T116|T121|T125	Gene_or_gene_product	314-326	somatostatin	Somatostatin	C0037659	T116|T121|T125	Gene_or_gene_product	257-279	endocrine disturbances	Endocrine disturbance	C0014130	T047	False	False	no_relation	o
unlabeled	2391709.s6	Using polymyxin extraction ( 0 1 g/L , 30 min , 37 degrees C ) and Gb3-based ELISA we detected toxin from reference strains Shigella dysenteriae 1 strain 60R ( Shiga toxin ) and Escherichia coli O26 H11 strain H30 ( SLT-I ) , and from clinical isolates of E coli O157 H7 and O26 H11 ( both SLT-I ) from 11 patients with diarrhoea , haemorrhagic colitis or haemolytic uraemic syndrome	67-70	Gb3	UDP-galactose-lactosylceramide alpha 1-4-galactosyltransferase	C0077696	T116|T126	Gene_or_gene_product	160-171	Shiga toxin	Shiga Toxin	C0074447	T109|T131	Gene_or_gene_product	332-352	haemorrhagic colitis	Haemorrhagic colitis	C0151565	T047	False	False	method	o
unlabeled	2214316.s1	In 22 children with steroid responsive nephrotic syndrome ( SRNS ) , we examined platelets aggregability to ristocetin , and the data obtained wre compared with negative charge on platelet membrane based on the binding of cationic dye alcian blue 8GX ( AB ) or plasma levels of von Willebrand factor antigen ( vWF Ag ) and ristocetin cofactor ( Rcof ) activity	108-118	ristocetin	Ristocetin	C0035654	T116|T195	Gene_or_gene_product	278-307	von Willebrand factor antigen	von Willebrand factor	C0042971	T116|T121|T123	Gene_or_gene_product	20-57	steroid responsive nephrotic syndrome	Steroid-Responsive Nephrotic Syndrome	C0403396	T047	False	False	method	o
unlabeled	2236051.s1	Familial hypercholesterolemia is an inherited disease in humans that is associated with coronary artery disease and is caused by a deficiency of the receptor that mediates the internalization of low density lipoprotein ( LDL )	195-218	low density lipoprotein	Low-Density Lipoproteins	C0023823	T109|T123	Gene_or_gene_product	221-224	LDL	Low-Density Lipoproteins	C0023823	T109|T123	Gene_or_gene_product	0-29	Familial hypercholesterolemia	Familial Hypercholesterolemia	C0745103	T019|T047	Regulation|Forward	False	entity_same	x
unlabeled	2255560.s1	We have assessed the role of tumour necrosis factor-alpha ( TNF ) during cutaneous leishmaniasis and demonstrated that significant levels of TNF were released by spleen cells from infected mice after in vitro restimulation with Leishmania major promastigotes	29-57	tumour necrosis factor-alpha	Tumor Necrosis Factor-alpha	C1456820	T116|T129	Gene_or_gene_product	60-63	TNF	Tumor Necrosis Factors	C0041368	T116|T129	Gene_or_gene_product	29-35	tumour	Tumour NOS	C0027651	T191	Decrease|Backward	False	method	x
